,user_id,own_recommendations
938,939,"[1106523, 1092026, 1133018, 866227, 1082185]"
939,940,"[976998, 1120741, 879755, 1065593, 953476]"
940,941,"[1005186, 1095275, 6534178, 862349, 916122]"
941,942,"[995242, 1029743, 927191, 1053690, 908531]"
942,943,"[1133018, 6533765, 6534166, 1053690, 1106523]"
943,944,"[6534178, 951590, 1106523, 1101010, 866227]"
944,945,"[951590, 1082185, 904360, 1029743, 844165]"
945,946,"[1133018, 849843, 909894, 1005186, 866211]"
946,947,"[866227, 1101010, 1039156, 1133018, 981760]"
947,948,"[844165, 1004906, 1022254, 1106523, 847982]"
948,949,"[6534178, 1029743, 933835, 951590, 908531]"
949,950,"[951590, 1070015, 844165, 1106523, 840361]"
950,951,"[1029743, 6534178, 981760, 1039156, 962229]"
951,952,"[862349, 1075368, 951590, 8090521, 909894]"
952,953,"[849843, 1029743, 981760, 989101, 6034857]"
953,954,"[1082185, 6534178, 1029743, 995242, 1106523]"
954,955,"[1106523, 6533765, 6534178, 951590, 1005186]"
955,956,"[1070820, 849843, 6534166, 866227, 986912]"
956,957,"[6534166, 6533765, 1005186, 866227, 986912]"
957,958,"[1126899, 1080414, 1051069, 913210, 1068719]"
958,959,"[1106523, 862349, 6534178, 845208, 860975]"
959,960,"[1126899, 1070820, 862349, 1058997, 834484]"
960,961,"[986912, 1085604, 1070820, 1005186, 5569471]"
961,962,"[995242, 6034857, 940947, 860776, 981760]"
962,963,"[860776, 6534178, 995785, 910032, 1098066]"
963,964,"[1106523, 883404, 8090537, 8090521, 879755]"
964,965,"[883404, 879755, 8090537, 844179, 862349]"
965,966,"[1029743, 999971, 914190, 1082185, 6534178]"
966,967,"[1110572, 1056509, 879755, 5590287, 1133018]"
967,968,"[1075368, 1082185, 1029743, 883404, 849843]"
968,969,"[1029743, 1082185, 901062, 5569230, 860975]"
969,970,"[940947, 6534178, 5568378, 1081177, 866227]"
970,971,"[1075368, 908531, 995242, 866211, 862349]"
971,972,"[862349, 866227, 6534178, 868764, 1101010]"
972,973,"[878996, 1082185, 1127831, 866211, 995785]"
973,974,"[1070015, 1106523, 908846, 1053690, 5585510]"
974,975,"[5569471, 6533889, 995965, 873627, 1082185]"
975,976,"[1058997, 1005186, 1127831, 834484, 933835]"
976,977,"[862349, 1005186, 893501, 826249, 995242]"
977,978,"[1070820, 951590, 1082185, 1127831, 1106523]"
978,979,"[1082185, 1029743, 995242, 6534178, 986947]"
979,980,"[1106523, 849843, 845208, 6533765, 854852]"
980,981,"[995242, 1082185, 866211, 940947, 878996]"
981,982,"[6534178, 1075368, 1058997, 962229, 951590]"
982,983,"[1029743, 8090521, 1095275, 1075368, 995242]"
983,984,"[903325, 1058997, 1133018, 1082185, 995785]"
984,985,"[901062, 1029743, 1058997, 908846, 995242]"
985,986,"[849843, 995242, 908531, 1029743, 8090521]"
986,987,"[1070820, 986912, 1085604, 879755, 5569471]"
987,988,"[1070820, 6534178, 862349, 981760, 953476]"
988,989,"[1029743, 909894, 879755, 986912, 995242]"
989,990,"[6534178, 951590, 5568378, 911812, 925626]"
990,991,"[6534166, 847270, 986912, 1005186, 1028816]"
991,992,"[1005186, 909714, 6533765, 6534178, 1028816]"
992,993,"[995242, 1082185, 951590, 860776, 1101010]"
993,994,"[976998, 849843, 1029743, 8090521, 844179]"
994,995,"[1029743, 6034857, 910032, 9527290, 951590]"
995,996,"[1133018, 854852, 883404, 923746, 1101010]"
996,997,"[1070820, 849843, 953476, 8090521, 927191]"
997,998,"[8090521, 1085604, 6534178, 962229, 8090537]"
998,999,"[849843, 1029743, 879755, 983584, 1005186]"
999,1000,"[986912, 1005186, 1082185, 854852, 1133018]"
1000,1001,"[1095275, 1003600, 866227, 1082185, 995242]"
1001,1002,"[5569471, 1082185, 866211, 1081177, 840361]"
1002,1003,"[1070820, 862349, 908531, 5569230, 1133018]"
1003,1004,"[995242, 6534178, 1029743, 904360, 860776]"
1004,1005,"[883404, 995242, 847982, 979707, 8090537]"
1005,1006,"[5569471, 5569230, 916122, 844179, 5569845]"
1006,1007,"[995242, 1029743, 908531, 1070015, 999971]"
1007,1008,"[6534178, 849843, 1110572, 1065593, 995785]"
1008,1009,"[989101, 820165, 986947, 909894, 1058997]"
1009,1010,"[862349, 6534178, 1082185, 1127831, 1071939]"
1010,1011,"[1058997, 1126899, 916122, 6534178, 1053690]"
1011,1012,"[1005186, 1070820, 862349, 986912, 849843]"
1012,1013,"[1005186, 951590, 1106523, 873627, 866211]"
1013,1014,"[981760, 923746, 995242, 1082185, 1029743]"
1014,1015,"[862349, 1082185, 849843, 909894, 995242]"
1015,1016,"[1126899, 1058997, 866211, 5569471, 976998]"
1016,1017,"[8090537, 951590, 1082185, 995242, 866211]"
1017,1018,"[1070820, 951590, 1092026, 8090521, 5569374]"
1018,1019,"[1028816, 1106523, 849843, 986912, 962229]"
1019,1020,"[1070820, 995785, 1082185, 929668, 826249]"
1020,1021,"[849843, 1029743, 1070820, 1082185, 981760]"
1021,1022,"[986912, 1005186, 981760, 1026118, 854852]"
1022,1023,"[6533889, 6534166, 6534178, 878996, 1127831]"
1023,1024,"[1106523, 1092026, 844165, 847982, 5569230]"
1024,1025,"[1106523, 8090521, 8090537, 879755, 1133018]"
1025,1026,"[1106523, 883404, 8090521, 1120741, 1082185]"
1026,1027,"[904360, 1058997, 981760, 849843, 899624]"
1027,1028,"[847982, 1082185, 1133018, 866227, 866211]"
1028,1029,"[1126899, 6534178, 1058997, 1082185, 834484]"
1029,1030,"[1070820, 1003600, 908531, 986912, 1070015]"
1030,1031,"[1106523, 6534178, 986912, 826249, 1127831]"
1031,1032,"[1110572, 951590, 1029743, 397896, 1082185]"
1032,1033,"[5569471, 923746, 987562, 5569374, 914190]"
1033,1034,"[1126899, 1058997, 994928, 834484, 986947]"
1034,1035,"[847270, 1082185, 1082185, 6534178, 1029743]"
1035,1036,"[923746, 844165, 1082185, 9526410, 1106523]"
1036,1037,"[862349, 1053690, 8090537, 909894, 940947]"
1037,1038,"[849843, 1120741, 866227, 909894, 1026118]"
1038,1039,"[951590, 1029743, 5569230, 1082185, 5569471]"
1039,1040,"[1126899, 1075368, 1082185, 5569471, 826249]"
1040,1041,"[1005186, 1106523, 849843, 1133018, 883404]"
1041,1042,"[862349, 903325, 1095275, 893501, 987562]"
1042,1043,"[1082185, 6534178, 1029743, 995242, 1106523]"
1043,1044,"[1085604, 995242, 1080414, 1050229, 1022003]"
1044,1045,"[6534178, 862349, 908531, 1095275, 904360]"
1045,1046,"[1126899, 1005186, 986947, 1058997, 6034857]"
1046,1047,"[1118393, 847982, 879755, 8090537, 1029743]"
1047,1048,"[1058997, 1101010, 1082185, 5569374, 6534178]"
1048,1049,"[1005186, 1070015, 849843, 1081177, 1051069]"
1049,1050,"[6534178, 951590, 1106523, 962229, 994928]"
1050,1051,"[933835, 1029743, 1085604, 951590, 6534178]"
1051,1052,"[1106523, 5568378, 1081177, 933835, 1003600]"
1052,1053,"[1005186, 976998, 834484, 847270, 1028816]"
1053,1054,"[8090537, 1029743, 951590, 873627, 916381]"
1054,1055,"[1082185, 1029743, 849843, 908531, 995242]"
1055,1056,"[951590, 1106523, 981760, 1043590, 1133018]"
1056,1057,"[1005186, 5590287, 1082185, 1039156, 1065593]"
1057,1058,"[1005186, 1085604, 909894, 849843, 844165]"
1058,1059,"[1127831, 849843, 1024306, 878996, 840361]"
1059,1060,"[951590, 5569230, 8090521, 854852, 995242]"
1060,1061,"[1106523, 951590, 844165, 923746, 859075]"
1061,1062,"[826249, 962229, 1029743, 1098066, 1096036]"
1062,1063,"[908531, 909894, 995242, 1029743, 1133018]"
1063,1064,"[862349, 1058997, 904360, 1082185, 965766]"
1064,1065,"[951590, 1106523, 1082185, 1038217, 840361]"
1065,1066,"[986912, 989101, 1133018, 951590, 995242]"
1066,1067,"[1126899, 1075368, 1029743, 5590287, 933835]"
1067,1068,"[1133018, 986912, 987562, 994928, 844165]"
1068,1069,"[995242, 908531, 849843, 5569230, 1095275]"
1069,1070,"[6534178, 849843, 1029743, 1039156, 995242]"
1070,1071,"[1085604, 1055863, 995242, 1133018, 986912]"
1071,1072,"[1005186, 1133018, 866227, 1029624, 5592931]"
1072,1073,"[1058997, 995242, 1126899, 1082185, 873627]"
1073,1074,"[995242, 1058997, 908531, 860776, 1029743]"
1074,1075,"[1070015, 986912, 844165, 909894, 1029743]"
1075,1076,"[8090521, 1075368, 873627, 962229, 1106523]"
1076,1077,"[951590, 995242, 5569471, 1096036, 5569230]"
1077,1078,"[1126899, 1058997, 6534178, 1106523, 1026118]"
1078,1079,"[6533889, 834484, 860776, 6533765, 1133018]"
1079,1080,"[8090537, 1106523, 1029743, 844165, 981760]"
1080,1081,"[1106523, 5569230, 981760, 8090521, 857849]"
1081,1082,"[1133018, 908531, 1106523, 883404, 1113588]"
1082,1083,"[979707, 1133018, 995785, 904360, 1081177]"
1083,1084,"[951590, 953476, 879755, 976998, 1005186]"
1084,1085,"[6534178, 883404, 1029743, 826249, 908531]"
1085,1086,"[854852, 981760, 844179, 860776, 916122]"
1086,1087,"[6534178, 1070820, 1029743, 1106523, 995242]"
1087,1088,"[1080414, 1068719, 913785, 1055863, 844165]"
1088,1089,"[1029743, 6534178, 883404, 826249, 1098066]"
1089,1090,"[962229, 989101, 1022254, 860776, 1127831]"
1090,1091,"[1075368, 6534178, 5569230, 951590, 1029743]"
1091,1092,"[962229, 859075, 862139, 883404, 1096036]"
1092,1093,"[844165, 1029743, 845208, 929668, 826249]"
1093,1094,"[951590, 933835, 1029743, 983584, 908531]"
1094,1095,"[1127831, 847270, 5569471, 1028816, 986947]"
1095,1096,"[1026118, 1082185, 1037863, 854852, 995785]"
1096,1097,"[6533889, 1070015, 6534166, 1095275, 1106523]"
1097,1098,"[1082185, 862349, 908531, 5585510, 901062]"
1098,1099,"[5569471, 8090521, 8090537, 9526410, 5568378]"
1099,1100,"[1085604, 6534178, 6533765, 1080414, 860776]"
1100,1101,"[1110572, 999971, 5569374, 5569230, 908531]"
1101,1102,"[1082185, 866211, 1029743, 1023720, 854852]"
1102,1103,"[1126899, 6534178, 1039156, 866227, 1029743]"
1103,1104,"[1039156, 1082185, 995242, 986912, 820165]"
1104,1105,"[1058997, 5569230, 1082185, 1082185, 6534178]"
1105,1106,"[868764, 883404, 995242, 844165, 1053690]"
1106,1107,"[1058997, 965766, 1082185, 1126899, 1077555]"
1107,1108,"[847982, 1110572, 1053690, 908531, 1133018]"
1108,1109,"[862349, 1070820, 854852, 1082185, 961554]"
1109,1110,"[862349, 1070820, 908531, 854852, 8090521]"
1110,1111,"[1106523, 854852, 1028816, 5569230, 860776]"
1111,1112,"[6533889, 1075368, 862349, 995785, 1082185]"
1112,1113,"[1126899, 1082185, 1058997, 961554, 916122]"
1113,1114,"[8090521, 826249, 883404, 1044078, 1098066]"
1114,1115,"[6534178, 1003600, 834484, 5569471, 995242]"
1115,1116,"[8090521, 1085604, 1029743, 1126899, 8090537]"
1116,1117,"[1106523, 6534178, 5569230, 1053690, 6533765]"
1117,1118,"[923746, 874972, 5569471, 987562, 844179]"
1118,1119,"[995242, 1082185, 901062, 1077555, 1065593]"
1119,1120,"[909894, 849843, 1082185, 826249, 995242]"
1120,1121,"[862349, 1070820, 962229, 995242, 5569230]"
1121,1122,"[849843, 845208, 995242, 862349, 824005]"
1122,1123,"[962229, 1126899, 986912, 862349, 1058997]"
1123,1124,"[879755, 1133018, 844165, 8090537, 8090521]"
1124,1125,"[1080414, 1082185, 1124729, 866227, 987480]"
1125,1126,"[1126899, 849843, 1082185, 904360, 840361]"
1126,1127,"[5569471, 5569230, 951590, 1029743, 6034857]"
1127,1128,"[1106523, 849843, 995785, 6533889, 1081177]"
1128,1129,"[1126899, 6534178, 1029743, 995785, 1058997]"
1129,1130,"[1039156, 1133018, 995785, 849843, 923746]"
1130,1131,"[1029743, 1065593, 976998, 995242, 1075368]"
1131,1132,"[951590, 1133018, 1101173, 981760, 1044078]"
1132,1133,"[1028816, 1029743, 981760, 1106523, 878996]"
1133,1134,"[1070820, 1106523, 1082185, 862349, 1028816]"
1134,1135,"[1029743, 995242, 981760, 1101173, 908531]"
1135,1136,"[1039156, 1005186, 1106523, 847982, 962229]"
1136,1137,"[860975, 995242, 862349, 1082185, 909894]"
1137,1138,"[844165, 1053690, 1120741, 1110572, 1106523]"
1138,1139,"[862349, 1082185, 989101, 903325, 1081177]"
1139,1140,"[1085604, 1029743, 916122, 1081177, 981760]"
1140,1141,"[879755, 1029743, 1056509, 995242, 883404]"
1141,1142,"[6534178, 1082185, 995965, 860776, 961554]"
1142,1143,"[5569230, 983584, 1070820, 1033142, 914190]"
1143,1144,"[1110572, 866227, 1404121, 849843, 1133018]"
1144,1145,"[1005186, 1106523, 986912, 5569230, 1022254]"
1145,1146,"[1005186, 1029743, 951590, 995242, 866227]"
1146,1147,"[951590, 1106523, 1085604, 866227, 834484]"
1147,1148,"[6534178, 849843, 1026118, 1056509, 908846]"
1148,1149,"[1028816, 1026118, 986912, 5569230, 1024306]"
1149,1150,"[849843, 1029743, 866211, 834484, 1004906]"
1150,1151,"[1106523, 923746, 951590, 1039156, 6534166]"
1151,1152,"[1005186, 951590, 1085604, 866227, 1029743]"
1152,1153,"[999971, 994928, 1096036, 840361, 883404]"
1153,1154,"[1053690, 1106523, 849843, 908531, 1096036]"
1154,1155,"[908531, 1133018, 1085604, 1106523, 883404]"
1155,1156,"[866227, 844165, 1022254, 868764, 6034857]"
1156,1157,"[1070820, 951590, 862349, 901062, 986947]"
1157,1158,"[862349, 1133018, 8090521, 1024306, 1106523]"
1158,1159,"[6534178, 5585510, 1082185, 961554, 834484]"
1159,1160,"[1133018, 1106523, 849843, 833025, 1096036]"
1160,1161,"[1058997, 862349, 1070820, 824005, 8090537]"
1161,1162,"[1029743, 908531, 6534178, 995242, 9526410]"
1162,1163,"[995242, 6534178, 1056509, 1029743, 860975]"
1163,1164,"[1070820, 1082185, 986947, 903325, 901062]"
1164,1165,"[5569471, 1065593, 5569230, 5569374, 6534178]"
1165,1166,"[6534178, 1029743, 995242, 1039156, 961554]"
1166,1167,"[1070820, 862349, 1082185, 6534178, 5569471]"
1167,1168,"[908531, 983584, 1133018, 854852, 995242]"
1168,1169,"[849843, 844165, 1070015, 1106523, 1005186]"
1169,1170,"[866227, 1029743, 908846, 995785, 1082185]"
1170,1171,"[1075368, 1029743, 1092026, 986947, 909714]"
1171,1172,"[1029743, 995242, 1053690, 981760, 908531]"
1172,1173,"[6534178, 5569471, 995785, 6533765, 1058997]"
1173,1174,"[1106523, 1005186, 986912, 844165, 1133018]"
1174,1175,"[1075368, 6534166, 6533889, 6534178, 1082185]"
1175,1176,"[1082185, 6534178, 1029743, 995242, 1106523]"
1176,1177,"[981760, 866211, 1023720, 1026118, 854852]"
1177,1178,"[995242, 834484, 6534178, 995785, 840361]"
1178,1179,"[962229, 908531, 995242, 6534178, 1056509]"
1179,1180,"[849843, 6534178, 923746, 1029743, 6533765]"
1180,1181,"[1133018, 995242, 908531, 1029743, 1075368]"
1181,1182,"[1106523, 979707, 6534178, 840361, 397896]"
1182,1183,"[844165, 1029624, 883404, 866227, 879755]"
1183,1184,"[908531, 951590, 834484, 860776, 1106523]"
1184,1185,"[1106523, 1133018, 1038217, 914190, 844179]"
1185,1186,"[1126899, 6533889, 1070820, 1082185, 6034857]"
1186,1187,"[1133018, 1106523, 951590, 1005186, 1080414]"
1187,1188,"[1133018, 1005186, 883404, 844165, 1092026]"
1188,1189,"[1106523, 1007195, 1026118, 1053690, 1037863]"
1189,1190,"[6534178, 8090537, 995242, 1029743, 883404]"
1190,1191,"[5569230, 951590, 1110572, 995242, 879755]"
1191,1192,"[5668996, 849843, 1133018, 994928, 1098066]"
1192,1193,"[8090521, 8090537, 989101, 913210, 5569230]"
1193,1194,"[1005186, 995242, 1065593, 857849, 1044078]"
1194,1195,"[1075368, 8090521, 995242, 1085604, 1053690]"
1195,1196,"[1070820, 901062, 873627, 903325, 909714]"
1196,1197,"[951590, 6534178, 8090521, 1029743, 1005186]"
1197,1198,"[1058997, 1024306, 1082185, 901062, 854852]"
1198,1199,"[1029743, 986912, 844165, 1085604, 1065593]"
1199,1200,"[908531, 961554, 929668, 916122, 951590]"
1200,1201,"[8090537, 1080414, 1053690, 1056509, 866227]"
1201,1202,"[845208, 1058997, 981760, 1082185, 916122]"
1202,1203,"[1106523, 951590, 1070015, 866211, 1082185]"
1203,1204,"[1085604, 1106523, 1133018, 908531, 883404]"
1204,1205,"[1029743, 1053690, 951590, 1075368, 1092026]"
1205,1206,"[1106523, 1133018, 826249, 883404, 986912]"
1206,1207,"[953476, 5569374, 1065593, 1070015, 1133018]"
1207,1208,"[844165, 962229, 904360, 970030, 1038217]"
1208,1209,"[986912, 1029743, 1082185, 6534178, 1029743]"
1209,1210,"[1070820, 862349, 1082185, 962568, 1056509]"
1210,1211,"[6534166, 1070820, 981760, 862349, 860776]"
1211,1212,"[883404, 893018, 844165, 8090537, 1080414]"
1212,1213,"[6534178, 1126899, 1058997, 1133018, 1124729]"
1213,1214,"[1005186, 989101, 1082185, 6534178, 1029743]"
1214,1215,"[1095275, 1126899, 862349, 866211, 961554]"
1215,1216,"[862349, 995242, 883404, 1005186, 5569471]"
1216,1217,"[962229, 1075368, 1029743, 916122, 6534178]"
1217,1218,"[1070820, 849843, 6534166, 1026118, 961554]"
1218,1219,"[1039156, 1098066, 909894, 1055863, 879755]"
1219,1220,"[1133018, 999971, 1085604, 826249, 1065593]"
1220,1221,"[1029743, 1028816, 923746, 909714, 989101]"
1221,1222,"[933835, 951590, 1133018, 5569230, 1106523]"
1222,1223,"[8090521, 5569230, 1106523, 1053690, 883404]"
1223,1224,"[862349, 1065593, 904360, 1068719, 854852]"
1224,1225,"[1106523, 1065593, 1092026, 1081177, 904360]"
1225,1226,"[1070820, 1070015, 862349, 1133018, 908846]"
1226,1227,"[1058997, 840361, 1039156, 1053690, 1133018]"
1227,1228,"[1005186, 6534178, 5569471, 1133018, 866227]"
1228,1229,"[1070820, 6534178, 908846, 903325, 1127831]"
1229,1230,"[1106523, 1029743, 1095275, 1053690, 854852]"
1230,1231,"[995242, 849843, 1029743, 860776, 1055646]"
1231,1232,"[8090537, 844165, 1133018, 1028816, 879755]"
1232,1233,"[1058997, 6534178, 1133018, 866211, 1082185]"
1233,1234,"[862349, 995242, 866211, 1005186, 844179]"
1234,1235,"[893501, 1126899, 1070820, 1055646, 6534178]"
1235,1236,"[962229, 999971, 1092026, 1070015, 965766]"
1236,1237,"[995242, 854852, 951590, 860776, 995785]"
1237,1238,"[962229, 995242, 904360, 908531, 1029743]"
1238,1239,"[1106523, 940947, 8090521, 908531, 826249]"
1239,1240,"[1070820, 860776, 6533889, 6034857, 1028816]"
1240,1241,"[1075368, 1065593, 1092026, 1053690, 1029743]"
1241,1242,"[1070820, 862349, 883404, 844179, 840361]"
1242,1243,"[866227, 995242, 940947, 1005186, 5569374]"
1243,1244,"[1053690, 1058997, 862349, 826249, 901062]"
1244,1245,"[834484, 6534178, 1133018, 908846, 860776]"
1245,1246,"[1126899, 866211, 962229, 908531, 6534178]"
1246,1247,"[1126899, 1058997, 933835, 961554, 951590]"
1247,1248,"[951590, 1106523, 866227, 6534178, 916122]"
1248,1249,"[1106523, 1133018, 916122, 995785, 879755]"
1249,1250,"[1005186, 910032, 1037863, 995242, 914190]"
1250,1251,"[976998, 844165, 995242, 866227, 879755]"
1251,1252,"[862349, 1039156, 847982, 923746, 1006184]"
1252,1253,"[1127831, 1029743, 1070820, 995242, 849843]"
1253,1254,"[854852, 1095275, 1126899, 1058997, 1022254]"
1254,1255,"[1133018, 908531, 1077555, 1056509, 909894]"
1255,1256,"[986912, 1022254, 1005186, 933835, 1033142]"
1256,1257,"[1126899, 1082185, 878996, 1022254, 866211]"
1257,1258,"[5569471, 1058997, 1039156, 904360, 854852]"
1258,1259,"[1058997, 1082185, 904360, 1113588, 883404]"
1259,1260,"[1058997, 1082185, 840361, 866227, 1026118]"
1260,1261,"[976998, 986912, 1082185, 866211, 6534178]"
1261,1262,"[5569230, 854852, 1029743, 904360, 883404]"
1262,1263,"[1070015, 1085604, 981760, 1065593, 986912]"
1263,1264,"[1029743, 6534178, 1058997, 995242, 1126899]"
1264,1265,"[995242, 1133018, 1082185, 908531, 1022003]"
1265,1266,"[1133018, 1124729, 995785, 904360, 1085604]"
1266,1267,"[1005186, 862349, 1082185, 933835, 916122]"
1267,1268,"[1070820, 5569471, 8090537, 940947, 8090521]"
1268,1269,"[862349, 1106523, 1070820, 834484, 940947]"
1269,1270,"[1106523, 1026118, 1028816, 1133018, 908846]"
1270,1271,"[1082185, 951590, 1029743, 878996, 1038217]"
1271,1272,"[1005186, 868764, 1039156, 916122, 854852]"
1272,1273,"[849843, 1133018, 854852, 866211, 9526410]"
1273,1274,"[1070820, 951590, 8090537, 8090521, 986912]"
1274,1275,"[8090521, 5569230, 925514, 826249, 910032]"
1275,1276,"[860776, 1026118, 904360, 834484, 1082185]"
1276,1277,"[1106523, 1085604, 1133018, 8090521, 986912]"
1277,1278,"[1106523, 916122, 962229, 1082185, 1006184]"
1278,1279,"[951590, 994928, 965766, 1106523, 854852]"
1279,1280,"[5668996, 1058997, 1082185, 6534178, 1029743]"
1280,1281,"[860776, 844165, 6534178, 6533765, 995785]"
1281,1282,"[951590, 1106523, 1070015, 1133018, 981760]"
1282,1283,"[849843, 995785, 989101, 1071939, 1005186]"
1283,1284,"[9526410, 951590, 1096036, 999971, 1053690]"
1284,1285,"[5569230, 1106523, 908531, 1039156, 1101173]"
1285,1286,"[6534166, 962229, 1029743, 1075368, 923746]"
1286,1287,"[862349, 1133018, 1082185, 1005186, 854852]"
1287,1288,"[862349, 923746, 951590, 1082185, 1096036]"
1288,1289,"[1085604, 1110572, 5569230, 866227, 1124729]"
1289,1290,"[1133018, 1005186, 849843, 844165, 860776]"
1290,1291,"[962229, 1106523, 981760, 826249, 1082185]"
1291,1292,"[854852, 1023720, 1038217, 1082185, 834484]"
1292,1293,"[999971, 1044078, 1033142, 986947, 979707]"
1293,1294,"[1126899, 1058997, 1028816, 849843, 962568]"
1294,1295,"[1029743, 995242, 8090521, 951590, 1092026]"
1295,1296,"[1005186, 995242, 951590, 878996, 901062]"
1296,1297,"[1026118, 1003600, 1082185, 995785, 1058997]"
1297,1298,"[883404, 999971, 1096036, 923746, 995242]"
1298,1299,"[6534178, 1058997, 9526410, 8090521, 840361]"
1299,1300,"[1070820, 1106523, 1133018, 1126899, 6534178]"
1300,1301,"[1058997, 1126899, 1075368, 1113588, 5569471]"
1301,1302,"[1058997, 6534178, 995242, 1110572, 1029743]"
1302,1303,"[6534178, 1029743, 8090521, 1039156, 951590]"
1303,1304,"[1106523, 923746, 1029743, 994928, 873627]"
1304,1305,"[1106523, 908531, 1085604, 1110572, 1053690]"
1305,1306,"[1005186, 951590, 1029743, 1070015, 844179]"
1306,1307,"[986912, 1005186, 866227, 1082185, 1095275]"
1307,1308,"[9526410, 1029743, 1082185, 904360, 883404]"
1308,1309,"[1053690, 1404121, 849843, 909894, 866211]"
1309,1310,"[833025, 1005186, 834484, 1133018, 1120741]"
1310,1311,"[1106523, 899624, 826249, 962229, 9526410]"
1311,1312,"[983584, 883404, 1029743, 840361, 995242]"
1312,1313,"[908531, 909894, 995242, 883404, 981760]"
1313,1314,"[6534178, 1029743, 1070015, 923746, 1082185]"
1314,1315,"[1058997, 840361, 1126899, 862349, 845208]"
1315,1316,"[1029743, 962229, 1022003, 1082185, 5568378]"
1316,1317,"[1029743, 1120741, 1005186, 5568378, 933835]"
1317,1318,"[1005186, 1003600, 1028816, 908846, 854852]"
1318,1319,"[1058997, 995242, 860975, 834484, 5569471]"
1319,1320,"[878996, 1053690, 1006184, 826249, 965766]"
1320,1321,"[1106523, 883404, 1133018, 1127831, 923746]"
1321,1322,"[1005186, 951590, 1127831, 1124729, 904360]"
1322,1323,"[8090521, 1085604, 1106523, 879755, 1133018]"
1323,1324,"[1126899, 1056509, 908531, 951590, 1098066]"
1324,1325,"[961554, 903325, 909714, 845208, 1081177]"
1325,1326,"[6534178, 1029743, 6533765, 981760, 908531]"
1326,1327,"[1127831, 878996, 916122, 1082185, 981760]"
1327,1328,"[844165, 951590, 923746, 859075, 986912]"
1328,1329,"[962229, 5569374, 908531, 995785, 862349]"
1329,1330,"[1106523, 5569230, 1133018, 910032, 987562]"
1330,1331,"[1029743, 849843, 908531, 995242, 1110572]"
1331,1332,"[834484, 860776, 908846, 903325, 1120741]"
1332,1333,"[1126899, 908531, 1082185, 6034857, 951590]"
1333,1334,"[879755, 1085604, 844165, 883404, 1081177]"
1334,1335,"[862349, 901062, 5569471, 995965, 961554]"
1335,1336,"[908531, 883404, 995242, 981760, 979707]"
1336,1337,"[862349, 5569230, 962229, 6534178, 1082185]"
1337,1338,"[844165, 1133018, 1092026, 994928, 1106523]"
1338,1339,"[8090521, 989101, 5569230, 8090537, 5569471]"
1339,1340,"[849843, 995242, 1058997, 862349, 866227]"
1340,1341,"[1133018, 995242, 908531, 1058997, 1124729]"
1341,1342,"[986912, 1024306, 6534178, 1082185, 6534178]"
1342,1343,"[1005186, 1085604, 866227, 1095275, 879755]"
1343,1344,"[1029743, 1082185, 981760, 1022003, 994928]"
1344,1345,"[1029743, 5569230, 951590, 5569845, 840361]"
1345,1346,"[866211, 1127831, 866227, 1055863, 1058997]"
1346,1347,"[6533889, 951590, 1029743, 6534178, 925626]"
1347,1348,"[986912, 866211, 1127831, 1082185, 968215]"
1348,1349,"[1058997, 951590, 995242, 901062, 995785]"
1349,1350,"[849843, 981760, 962229, 883404, 965766]"
1350,1351,"[1133018, 860975, 1106523, 923746, 896369]"
1351,1352,"[6534178, 1127831, 1024306, 1082185, 987562]"
1352,1353,"[8090521, 953476, 1133018, 833025, 995242]"
1353,1354,"[1005186, 995242, 1003600, 6534178, 9526410]"
1354,1355,"[914190, 1056509, 1022254, 1077555, 981760]"
1355,1356,"[862349, 1070820, 981760, 5569230, 854852]"
1356,1357,"[1070820, 862349, 860975, 6534178, 1096036]"
1357,1358,"[995242, 844165, 5569230, 883404, 1106523]"
1358,1359,"[1075368, 849843, 1070820, 916122, 995242]"
1359,1360,"[1082185, 1133018, 1065593, 1082185, 6534178]"
1360,1361,"[951590, 6034857, 878996, 860776, 961554]"
1361,1362,"[1024306, 878996, 1127831, 986947, 909714]"
1362,1363,"[1065593, 5569230, 1082185, 826249, 1029743]"
1363,1364,"[1005186, 862349, 986912, 1082185, 1070820]"
1364,1365,"[1110572, 901062, 909714, 914190, 893018]"
1365,1366,"[849843, 1058997, 1126899, 1065593, 909894]"
1366,1367,"[1126899, 6534178, 1058997, 1070820, 1082185]"
1367,1368,"[1070820, 916122, 5569471, 1029743, 1082185]"
1368,1369,"[1126899, 1058997, 1082185, 981760, 866227]"
1369,1370,"[1110572, 1106523, 883404, 844179, 8090521]"
1370,1371,"[1070820, 1029743, 862349, 951590, 1113588]"
1371,1372,"[5569230, 951590, 1106523, 999971, 995965]"
1372,1373,"[5569471, 6034857, 5569230, 5585510, 5569845]"
1373,1374,"[1133018, 1106523, 995785, 981760, 999971]"
1374,1375,"[927191, 904360, 1106523, 1029743, 981760]"
1375,1376,"[6534178, 6534166, 1029743, 883404, 995242]"
1376,1377,"[1005186, 914190, 878996, 961554, 866227]"
1377,1378,"[1082185, 5590287, 5585510, 981760, 1024306]"
1378,1379,"[962229, 1029743, 6534178, 1082185, 995242]"
1379,1380,"[995785, 986947, 908846, 878996, 860776]"
1380,1381,"[1133018, 1106523, 1124729, 1082185, 1082185]"
1381,1382,"[1029743, 5569230, 940947, 1070015, 962229]"
